Suburb,Postcode,Longitude,Latitude
FISHING POINT,2283,151.6000061,-33.04999924
FITZGERALDS MOUNT,2799,149.3666687,-33.46666718
FITZGERALDS VALLEY,2795,149.3999939,-33.51666641
FITZROY FALLS,2577,150.4833374,-34.61666489
FIVE DOCK,2046,151.1166687,-33.86666489
FLAT TOPS,2420,151.80000305,-32.45000076
FLEMINGTON,2140,151.06666565,-33.84999847
FLETCHER,2287,151.6333313,-32.86500168
FLINDERS,2529,150.84500122,-34.58166504
FLORAVILLE,2280,151.66667175,-33.01666641
FLOWERDALE,2650,147.2666626,-34.93333435
FORBES,2871,148,-33.38333511
FORBES CREEK,2621,149.4833374,-35.41666794
FORBES RIVER,2446,152.33332825,-31.35000038
FORBESDALE,2422,151.94999695,-32.03333282
FORDS BRIDGE,2840,145.3999939,-29.73333359
FORDWICH,2330,151.05000305,-32.70000076
FOREST GLEN,2157,151.0166626,-33.53333282
FOREST GROVE,2795,149.6499939,-33.36666489
FOREST HILL,2651,147.46665955,-35.13299942
FOREST LODGE,2037,151.18333435,-33.86666489
FOREST REEFS,2798,149.08332825,-33.45000076
FORESTVILLE,2087,151.19999695,-33.75
FORRESTERS BEACH,2260,151.46665955,-33.40000153
FORSTER,2428,152.5166626,-32.18333435
FORSTER KEYS,2428,152.5166626,-32.21666718
FORTIS CREEK,2460,152.8666687,-29.48333359
FOSTERS VALLEY,2795,149.55000305,-33.63333511
FOSTERTON,2420,151.75,-32.33333206
FOUNTAINDALE,2258,151.3833313,-33.33333206
FOUR CORNERS,2716,145.41667175,-34.83333206
FOUR MILE CREEK,2800,148.93333435,-33.41666794
FOX VALLEY,2076,151,-33.71666718
FOXGROUND,2534,150.7666626,-34.71666718
FRAZER PARK,2259,151.6166687,-33.18333435
FRAZERS CREEK,2446,152.6333313,-31.39999962
FREDERICKTON,2440,152.8666687,-31.03333282
FREEMANS REACH,2756,150.80000305,-33.54999924
FREEMANS WATERHOLE,2323,151.4833374,-32.98333359
FREEMANTLE,2795,149.33332825,-33.26666641
FRENCH PARK,2655,146.93333435,-35.26666641
FRENCHS FOREST,2086,151.19999695,-33.75
FRESHWATER,2096,151.28334045,-33.76666641
FROG ROCK,2850,149.66667175,-32.45000076
FROGMORE,2586,148.8500061,-34.25
FROGS HOLLOW,2550,149.80000305,-36.91666794
FRYING PAN,2630,148.81666565,-36.15000153
FULLERS BRIDGE,2067,151.1499939,-33.79999924
FULLERTON,2583,149.55000305,-34.21666718
FULLERTON COVE,2318,151.83332825,-32.83333206
FURRACABAD,2370,151.66667175,-29.78333282
GADARA,2720,148.08332825,-35.26666641
GALAMBINE,2850,149.5166626,-32.43333435
GALBA,2550,149.83332825,-36.34999847
GALONG,2585,148.55000305,-34.59999847
GALORE,2652,146.81666565,-35
GALSTON,2159,151.03334045,-33.65000153
GAN GAN,2315,152.1333313,-32.71666718
GANBENANG,2790,150.1166687,-33.63333511
GANGARA,2453,152.6166687,-30.29999924
GANGAT,2422,152.08332825,-32.01666641
GANMAIN,2702,147.05000305,-34.78333282
GARAH,2405,149.6166687,-29.06666756
GARANGULA,2587,148.28334045,-34.66666794
GARDEN SUBURB,2289,151.6499939,-32.95000076
GAREMA,2871,147.93333435,-33.54999924
GARFIELD,2580,149.75,-36.61666489
GARIE,2232,151.06666565,-34.15000153
GARLAND,2797,149.0166626,-33.70000076
GARLAND VALLEY,2330,150.7333374,-32.91666794
GARRA,2866,148.75,-33.11666489
GARTHOWEN,2345,149.6333313,-33.59999847
GARTHOWEN,2795,149.6333313,-33.59999847
GATESHEAD,2290,151.68333435,-32.98333359
GEARYS FLAT,2446,152.56666565,-31.18333244
GEEHI,2642,148.16667175,-36.38333511
GELSTON PARK,2650,147.28334045,-35.23333359
GEMALLA,2795,149.81666565,-33.51666641
GEMVILLE,2836,142.94999695,-30.88333321
GENEVA,2474,152.9833374,-28.61666679
GEORGES CREEK,2365,151.16667175,-30.11666679
GEORGES CREEK,2440,151.16667175,-30.11666679
GEORGES HALL,2198,150.9833374,-33.90000153
GEORGES HEIGHTS,2088,151.25,-33.83333206
GEORGES PLAINS,2795,149.5166626,-33.51666641
GEORGETOWN,2298,151.7333374,-32.90000153
GEORGICA,2480,153.18333435,-28.64999962
GEROGERY,2642,147,-35.83333206
GERRINGONG,2534,150.83332825,-34.75
GERROA,2534,150.81666565,-34.78333282
GEURIE,2831,148.5,-32.38333511
GHINNI GHI,2474,152.78334045,-28.61666679
GHINNI GHINNI,2430,152.55000305,-31.86666679
GHOOLENDAADI,2380,149.93333435,-30.95000076
GIANTS CREEK,2328,150.53334045,-32.29999924
GIBBERAGEE,2469,153.1000061,-29.21666718
GIBRALTAR RANGE,2370,152.28334045,-29.54999924
GIDGINBUNG,2666,147.46665955,-34.31666565
GIDLEY,2340,150.8500061,-31
GILEAD,2560,150.78334045,-34.11666489
GILGAI,2360,151.1166687,-29.85000038
GILGANDRA,2827,148.66667175,-31.70000076
GILGOOMA,2829,148.53334045,-30.73333359
GILGUNNIA,2835,146.05000305,-32.41666794
GILLENBAH,2700,146.53334045,-34.76666641
GILLETTS RIDGE,2462,153.1000061,-29.63333321
GILLIESTON HEIGHTS,2321,151.53334045,-32.76666641
GILMANDYKE,2795,149.55000305,-33.75
GILMORE,2720,148.16667175,-35.33333206
GIN GIN,2823,148.1000061,-31.54999924
GINGHI,2849,150.08332825,-32.56666565
GINGKIN,2787,149.93333435,-33.90000153
GIRARDS HILL,2480,153.28334045,-28.81666756
GIRILAMBONE,2831,146.8999939,-31.23333359
GIRO,2422,151.80000305,-31.70000076
GIRRAL,2669,147.08332825,-33.70000076
GIRRALONG,2449,152.6499939,-30.56666756
GIRRAWEEN,2145,150.93333435,-33.79999924
GIRVAN,2425,152.03334045,-32.46666718
GLADESVILLE,2111,151.1166687,-33.83333206
GLADSTONE,2440,152.94999695,-31.03333282
GLANMIRE,2795,149.69999695,-33.40000153
GLEBE,2037,151.18333435,-33.88333511
GLEN ALICE,2849,150.21665955,-33.03333282
GLEN ALLEN,2631,149.3666687,-36.68333435
GLEN ALPINE,2560,150.78334045,-34.08333206
GLEN AYR,2850,149.56666565,-32.58333206
GLEN DAVIS,2846,150.28334045,-33.13333511
GLEN ELGIN,2370,152.1499939,-29.54999924
GLEN FERGUS,2630,149.2333374,-36.20000076
GLEN FERNAIGH,2453,152.4833374,-30.23333359
GLEN INNES,2370,151.75,-29.73333359
GLEN MARTIN,2321,151.83332825,-32.53333282
GLEN NEVIS,2365,152.21665955,-29.91666603
GLEN OAK,2320,151.69999695,-32.59999847
GLEN WARD,2422,151.66667175,-31.79999924
GLEN WILLIAM,2321,151.80000305,-32.51666641
GLENBAWN,2337,151.06666565,-32.03333282
GLENBROOK,2773,150.6166687,-33.76666641
GLENCOE,2365,151.71665955,-29.91666603
GLENDALE,2285,151.6499939,-32.91666794
GLENDENNING,2761,150.8500061,-33.75
GLENDON,2330,151.2666626,-32.56666565
GLENELG,2810,148.08332825,-33.75
GLENERIN,2583,149.3666687,-34.48333359
GLENFIELD,2167,150.8833313,-33.96666718
GLENFIELD PARK,2650,147.33332825,-35.13333511
GLENGARRIE,2486,153.3999939,-28.21666718
GLENHAVEN,2156,151,-33.70000076
GLENIFFER,2454,152.8833313,-30.36666679
GLENMORE,2570,150.6000061,-34.04999924
GLENMORE PARK,2745,150.66667175,-33.78333282
GLENNIES CREEK,2330,151.1000061,-32.45000076
GLENNING VALLEY,2261,151.41667175,-33.34999847
GLENORIE,2157,151,-33.59999847
GLENQUARRY,2576,150.4833374,-34.5
GLENREAGH,2450,152.9833374,-30.04999924
GLENRIDDING,2330,151.1499939,-32.58333206
GLENROCK,2337,151.41667175,-31.64999962
GLENROI,2800,149.1166687,-33.28333282
GLENROY,2640,146.8999939,-36.03333282
GLENROY,2653,146.8999939,-36.03333282
GLENTHORNE,2430,152.46665955,-31.89999962
GLENUGIE,2460,153.0166626,-29.76666641
GLENWOOD,2768,150.93333435,-33.73333359
GLENWORTH VALLEY,2250,151.18333435,-33.40000153
GLOSSODIA,2756,150.81666565,-33.53333282
GLOUCESTER,2422,151.96665955,-32
GOBA CREEK,2586,148.75,-34.28333282
GOBBAGOMBALIN,2650,147.28334045,-35.03333282
GOCUP,2720,148.19999695,-35.21666718
GODFREYS CREEK,2586,148.69999695,-34.13333511
GOGELDRIE,2705,146.30000305,-34.53333282
GOL GOL,2738,142.21665955,-34.18333435
GOLDEN GROVE,2008,151.18333435,-33.88333511
GOLLAN,2820,149.03334045,-32.23333359
GOLSPIE,2580,149.66667175,-34.29999924
GONGOLGON,2839,146.91667175,-30.35000038
GOOBANG,2870,148.2333374,-33.01666641
GOOBARRAGANDRA,2720,148.41667175,-35.36666489
GOOD HOPE,2582,148.81666565,-34.88333511
GOODNIGHT,2736,143.33332825,-34.95000076
GOODOOGA,2831,147.46665955,-29.10000038
GOODWOOD ISLAND,2469,153.30000305,-29.36666679
GOOGONG,2620,149.21665955,-35.43333435
GOOLGOWI,2652,145.69999695,-33.96666718
GOOLHI,2379,149.75,-30.88333321
GOOLMA,2852,149.2666626,-32.38333511
GOOLMANGAR,2480,153.2333374,-28.75
GOOLOOGONG,2805,148.43333435,-33.61666489
GOOMBARGANA,2646,146.56666565,-35.78333282
GOONDAH,2582,148.7333374,-34.71666718
GOONELLABAH,2480,153.31666565,-28.81666756
GOONENGERRY,2482,153.43333435,-28.61666679
GOONOO GOONOO,2340,150.8999939,-31.28333282
GOONUMBLA,2870,148.1333313,-33
GOORANGOOLA,2330,151.18333435,-32.26666641
GORDON,2072,151.15167236,-33.74833298
GORDONVILLE,2454,152.8500061,-30.38333321
GORE HILL,2065,151.18333435,-33.81666565
GORMANS HILL,2795,149.58332825,-33.43333435
GOROKAN,2263,151.5166626,-33.25
GOSFORD,2250,151.33332825,-33.41666794
GOSFORD WEST,2250,151.31666565,-33.40000153
GOSFORTH,2320,151.4833374,-32.63333511
GOSTWYCK,2358,151.6000061,-30.68333244
GOULBURN,2580,149.7333374,-34.75
GOULDSVILLE,2330,151.08332825,-32.54999924
GOWAN,2795,149.3500061,-33.16666794
GOWRIE,2330,151.1333313,-32.54999924
GOWRIE,2340,151.1333313,-32.54999924
GRABBEN GULLEN,2583,149.3999939,-34.53333282
GRAFTON,2460,152.93333435,-29.68333244
GRAGIN,2403,150.80000305,-29.51666641
GRAHAMSTOWN,2729,148.0166626,-35.25
GRAMAN,2360,150.91667175,-29.46500015
GRANTS BEACH,2445,152.81666565,-31.60000038
GRANVILLE,2142,151.03334045,-33.83333206
GRASMERE,2570,150.68333435,-34.06666565
GRASSY HEAD,2441,153.00166321,-30.79833412
GRATTAI,2850,149.4833374,-32.63333511
GRAVESEND,2401,150.33332825,-29.58333397
GRAWIN,2832,147.66667175,-29.61666679
GRAWLIN,2871,148.03334045,-33.43333435
GRAYS POINT,2232,151.08332825,-34.06666565
GREAT MACKEREL BEACH,2108,151.30000305,-33.56666565
GREAT MARLOW,2460,152.96665955,-29.64999962
GREEN CAPE,2551,149.9833374,-37.20000076
GREEN CREEK,2338,151.03334045,-31.78333282
GREEN FOREST,2471,153.3500061,-28.96666718
GREEN GULLY,2850,149.66667175,-32.78333282
GREEN HILLS,2323,151.78334045,-30.26666641
GREEN HILLS,2365,151.78334045,-30.26666641
GREEN HILLS,2730,151.78334045,-30.26666641
GREEN PIGEON,2474,153.06666565,-28.48333359
GREEN POINT,2251,151.3583374,-33.46500015
GREEN POINT,2428,152.5,-32.25
GREEN VALLEY,2168,150.8666687,-33.90000153
GREENACRE,2190,151.05000305,-33.90000153
GREENDALE,2546,149.15167236,-34.68999863
GREENDALE,2745,150.66700745,-33.90000153
GREENETHORPE,2809,148.3999939,-33.98333359
GREENFIELD PARK,2176,150.8833313,-33.86666489
Greenhill,2440,152.80166626,-31.06500053
GREENHILLS,2323,152.80166626,-31.06500053
GREENLANDS,2330,149.41667175,-36.5
GREENLANDS,2631,149.41667175,-36.5
GREENLEIGH,2620,149.25,-35.34999847
GREENMANTLE,2583,149.1000061,-33.91666794
GREENRIDGE,2471,153.1166687,-28.88333321
GREENWELL POINT,2540,150.7333374,-34.91666794
GREENWICH,2065,151.18333435,-33.83333206
GREENWICH PARK,2580,149.93333435,-34.56666565
GREG GREG,2642,148.05000305,-36.03333282
GREGADOO,2650,147.41667175,-35.21666718
GREIGS FLAT,2549,149.8666687,-36.96500015
GRENFELL,2810,148.1499939,-33.90000153
GRESFORD,2311,151.53334045,-32.43333435
GRETA,2334,151.3833313,-32.68333435
GREVILLIA,2474,152.83332825,-28.45000076
GREYSTANES,2145,150.93333435,-33.81666565
GRIFFITH,2680,146.03334045,-34.28333282
GROGAN,2666,147.81666565,-34.31666565
GRONG GRONG,2652,146.78334045,-34.73333359
GROSE VALE,2753,150.66667175,-33.58333206
GROSE WOLD,2753,150.68333435,-33.59999847
GROSSES PLAIN,2627,148.4833374,-36.54999924
GROWEE,2849,150,-32.63333511
GRUBBEN,2658,146.96665955,-35.43333435
GUBBATA,2669,146.55000305,-33.63333511
GUERILLA BAY,2536,150.22000122,-35.82833481
GUILDFORD,2161,150.9833374,-33.84999847
GUILDFORD WEST,2161,150.96665955,-33.84833145
GULARGAMBONE,2828,148.2333374,-31.39999962
GULF CREEK,2347,150.69999695,-30.18333244
GULGAMREE,2850,149.7333374,-32.75
GULGONG,2852,149.53334045,-32.36666489
GULMARRAD,2463,153.2333374,-29.48333359
GULPA,2710,144.8833313,-35.70000076
GUM CREEK,2711,145.44999695,-34.59999847
GUM FLAT,2360,150.96665955,-29.76666641
GUM SCRUB,2441,152.7333374,-31.29999924
GUMBLE,2865,148.66667175,-33.06666565
GUMLY GUMLY,2652,147.43333435,-35.11666489
GUMMA,2447,152.94999695,-30.71666718
GUNBAR,2711,145.3833313,-34.04999924
GUNDAGAI,2722,148.1000061,-35.06666565
GUNDAMULDA,2347,150.71665955,-30.26666641
GUNDAROO,2620,149.2666626,-35.03333282
GUNDARY,2580,149.75,-34.81666565
GUNDERBOOKA,2840,145.83332825,-30.61666679
GUNDERMAN,2775,151.06666565,-33.43333435
GUNDILLION,2622,149.6499939,-35.76666641
GUNDURIMBA,2480,153.2666626,-28.85000038
GUNDY,2337,151,-32.01666641
GUNGAL,2333,150.5,-32.26666641
GUNNEDAH,2380,150.25,-30.98333359
GUNNEMBENE,2380,150.41667175,-33.90000153
GUNNING,2581,149.2666626,-34.78333282
GUNNING GAP,2871,147.7333374,-33.23333359
GUNNINGBLAND,2876,147.93333435,-33.13333511
GUNNINGRAH,2632,149.16667175,-36.75
GURLEY,2398,149.80000305,-29.73333359
GURNANG,2787,149.8500061,-34.03333282
GURRANANG,2460,153,-29.45000076
GURRUNDAH,2581,149.3999939,-34.65000153
GUTHEGA,2627,148.3666687,-36.36666489
GUYONG,2798,149.25,-33.40000153
GUYRA,2365,151.66667175,-30.21666718
GWABEGAR,2356,148.80000305,-30.61666679
GWANDALAN,2259,151.58332825,-33.13333511
GWYNNEVILLE,2500,150.8833313,-34.41666794
GYMEA,2227,151.08332825,-34.03333282
GYMEA BAY,2227,151.08332825,-34.03333282
HABERFIELD,2045,151.1333313,-33.88333511
HACKS FERRY,2441,152.83332825,-31.31666756
HADLEY,2583,149.56666565,-34.13333511
HALEKULANI,2262,151.55000305,-33.21666718
HALFWAY CREEK,2460,153.06666565,-29.93333244
HALLIDAYS POINT,2430,152.53334045,-32.06666565
HALLORAN,2259,151.43333435,-33.21666718
HALLS CREEK,2346,150.8999939,-30.71666718
HALLSVILLE,2340,150.8666687,-31
HALTON,2311,151.5166626,-32.31666565
HAMBLEDON HILL,2330,151.1166687,-32.58333206
HAMILTON,2303,151.75,-32.91666794
HAMILTON EAST,2303,151.75332642,-32.92333221
HAMILTON NORTH,2292,151.7333374,-32.90000153
HAMILTON SOUTH,2303,151.75166321,-32.93000031
HAMILTON VALLEY,2641,146.8999939,-36.01666641
HAMLYN TERRACE,2259,151.46665955,-33.25
HAMMONDVILLE,2170,150.96665955,-33.96666718
HAMPDEN HALL,2440,152.8500061,-31.06666756
HAMPTON,2790,150.05000305,-33.65000153
HANGING ROCK,2340,150.16667175,-34.61666489
HANNAM VALE,2443,152.6000061,-31.71666718
HANWOOD,2680,146.03334045,-34.33333206
HAPPY VALLEY,2430,152.93333435,-28.51666641
HARBORD,2096,151.28100586,-33.77199936
HARDEN,2587,148.3666687,-34.54999924
HARDYS BAY,2257,151.3500061,-33.51666641
HAREFIELD,2650,147.5166626,-34.96666718
HARGRAVE PARK,2170,150.93333435,-33.90000153
HARGRAVES,2850,149.4833374,-32
HAROLDS CROSS,2622,149.55000305,-35.56666565
HARPARARY,2390,150.0166626,-30.51666641
HARPERS HILL,2321,151.3999939,-32.68333435
HARRINGTON,2427,152.68333435,-31.86666679
HARRINGTON PARK,2567,150.7333374,-34.01666641
HARRIS PARK,2150,151,-33.81666565
HARTLEY,2790,150.18333435,-33.54999924
HARTLEY VALE,2790,150.2333374,-33.51666641
HARTWOOD,2710,145.3500061,-35.33333206
HARTYS PLAINS,2446,152.6333313,-31.45000076
HARWOOD,2465,153.2333374,-29.41666603
HASSALL GROVE,2761,150.83332825,-33.73333359
HASTINGS POINT,2489,153.56666565,-28.36666679
HAT HEAD,2440,153.05000305,-31.04999924
HATFIELD,2715,143.7333374,-33.83333206
HAVILAH,2850,149.75,-32.61666489
HAWKESBURY HEIGHTS,2777,150.6499939,-33.66666794
HAWKS NEST,2324,152.18333435,-32.66666794
HAY,2711,144.83332825,-34.5
HAY SOUTH,2711,144.7666626,-34.61666489
HAYES GAP,2850,149.75,-32.56666565
HAYMARKET,2000,151.20832825,-33.88166809
HAYWARDS BAY,2530,150.79400635,-34.54499817
HAZELBROOK,2779,150.44999695,-33.73333359
HAZELGROVE,2787,149.8833313,-33.66666794
HEATHCOTE,2233,151.0166626,-34.08333206
HEATHERBRAE,2324,151.7333374,-32.78333282
HEBDEN,2330,151.05000305,-32.38333511
HEBERSHAM,2770,150.9833374,-33.75
HECKENBERG,2168,150.8999939,-33.91666794
HEDDON GRETA,2321,151.5166626,-32.79999924
HEIFER STATION,2460,152.58332825,-29.46666718
HELENSBURGH,2508,150.9833374,-34.18333435
HENLEY,2111,151.1333313,-33.83333206
HENTY,2658,147.03334045,-35.51666641
HEREFORD HALL,2622,149.55000305,-35.78333282
HERMIDALE,2831,146.69999695,-31.53333282
HERNANI,2453,152.41667175,-30.29999924
HERONS CREEK,2443,152.7333374,-31.60000038
HEXHAM,2322,151.68333435,-32.83333206
HIBBARD,2444,152.8666687,-31.41666603
HICKEYS CREEK,2440,152.6166687,-30.89999962
HIGH RANGE,2575,150.30000305,-34.34999847
HIGHER MACDONALD,2775,150.93333435,-33.20000076
HIGHFIELDS,2289,151.69999695,-32.95000076
HILL END,2850,149.41667175,-33.03333282
HILL PLAIN,2710,144.8833313,-35.63333511
HILL TOP,2575,150.4833374,-34.34999847
HILLDALE,2420,151.6499939,-32.51666641
HILLGROVE,2350,147.33332825,-35.01666641
HILLGROVE,2650,147.33332825,-35.01666641
HILLSBOROUGH,2290,151.46665955,-32.65000153
HILLSBOROUGH,2320,151.46665955,-32.65000153
HILLSDALE,2036,151.21665955,-33.95000076
HILLSIDE,2157,150.9833374,-33.58333206
HILLSTON,2675,145.53334045,-33.48333359
HILLVILLE,2430,152.3500061,-31.96666718
HILLVUE,2340,150.8999939,-31.11666679
HINCHINBROOK,2168,150.8666687,-33.91666794
HINTON,2321,151.6499939,-32.71666718
HOBARTVILLE,2753,150.7333374,-33.59999847
HOBBYS YARDS,2795,149.31666565,-33.68333435
HOGARTH RANGE,2469,152.81666565,-28.91666603
HOLBROOK,2644,147.31666565,-35.71666718
HOLGATE,2250,151.3999939,-33.40000153
HOLLISDALE,2446,152.55000305,-31.39999962
HOLLYDEEN,2328,150.6166687,-32.31666565
HOLLYDEEN,2333,150.6166687,-32.31666565
HOLMESVILLE,2286,151.56666565,-32.91666794
HOLROYD,2142,150.00166321,-32.99833298
HOLSWORTHY,2173,150.94999695,-33.96666718
HOLTS FLAT,2631,149.28334045,-36.61666489
HOME RULE,2850,149.6499939,-32.40000153
HOMEBUSH,2140,151.08332825,-33.86666489
HOMEBUSH BAY,2127,151.06666565,-33.83333206
HOMEBUSH SOUTH,2140,151.06666565,-33.86666489
HOMEBUSH WEST,2140,151.06666565,-33.84999847
HOMELEIGH,2474,153.05000305,-28.56666756
HOPKINS CREEK,2484,153.2333374,-28.28333282
HORNINGSEA PARK,2171,150.84333801,-33.94333267
HORNSBY,2077,151.09666443,-33.70166779
HORNSBY HEIGHTS,2077,151.08332825,-33.65000153
HORSESHOE BEND,2320,150.08332825,-34.88333511
HORSESHOE CREEK,2474,153.03334045,-28.53333282
HORSFIELD BAY,2256,151.30000305,-33.48333359
HORSLEY,2530,150.7666626,-34.48333359
HORSLEY PARK,2175,150.8500061,-33.83333206
HORTON VALLEY,2347,150.3666687,-30.18333244
HOSKINSTOWN,2621,149.44999695,-35.40000153
HOVELLS CREEK,2586,148.8833313,-34.03333282
HOWARDS GRASS,2480,153.30200195,-28.78199959
HOWELL,2360,151.03334045,-29.91666603
HOWES VALLEY,2330,150.8500061,-32.84999847
HOWICK,2330,150.91667175,-32.46666718
HOWLONG,2643,146.6333313,-35.98333359
HOXTON PARK,2171,150.8500061,-33.93333435
HUMULA,2652,147.75,-35.48333359
HUNTERS HILL,2110,151.1499939,-33.83333206
HUNTERVIEW,2330,151.16667175,-32.53333282
HUNTINGDON,2446,152.66667175,-31.46666718
HUNTINGTON HEIGHTS,2767,150,-33
HUNTINGWOOD,2148,150.8833313,-33.78333282
HUNTLEY,2800,150.7333374,-34.48333359
HUNTLEYS COVE,2111,151.1333313,-33.83333206
HUNTLEYS POINT,2111,151.1333313,-33.83333206
HUONBROOK,2482,153.3833313,-28.53333282
HURLSTONE PARK,2193,151.1166687,-33.91666794
HURSTVILLE,2220,151.1000061,-33.96666718
HURSTVILLE GROVE,2220,151.08332825,-33.96666718
HUSKISSON,2540,150.68333435,-35.04999924
HYAMS BEACH,2540,150.69999695,-35.09999847
HYDES CREEK,2454,152.91667175,-30.39999962
HYLAND PARK,2448,153,-30.60000038
HYNDMANS CREEK,2446,152.6000061,-31.46666718
IFIELD,2580,149.71665955,-34.75
ILARWILL,2463,153.18333435,-29.46666718
ILFORD,2850,149.8500061,-32.95000076
ILLABO,2590,147.75,-34.81666565
ILLALONG CREEK,2584,148.66667175,-34.70000076
ILLAWONG,2234,151.03334045,-34
ILUKA,2466,153.3500061,-29.39999962
INDI,2642,148.1333313,-36.26666641
INGEBIRAH,2627,148.4833374,-36.59999847
INGLEBURN,2565,150.8500061,-34
INGLESIDE,2101,151.2666626,-33.66666794
INNES VIEW,2429,152.3833313,-31.56666756
INVERELL,2360,151.1166687,-29.78333282
INVERGORDON,2422,151.7666626,-32.03333282
INVERGOWRIE,2350,151.5166626,-30.5
IONA,2321,151.6000061,-32.65000153
IRON GATES,2473,153.41200256,-29.10300064
IRONBARK,2347,150.80000305,-30.28333282
IRONBARKS,2871,147.8833313,-33.66666794
IRONMUNGY,2630,148.91667175,-36.59999847
IRVINGTON,2470,153.08332825,-28.86666679
IRYMPLE,2835,145.43333435,-32.51666641
ISABELLA,2795,149.66667175,-33.95000076
ISLINGTON,2296,151.7333374,-32.91666794
IVANHOE,2878,144.28334045,-32.90000153
JACKADGERY,2460,152.55000305,-29.58333397
JACKALASS,2722,148.1333313,-35.06666565
JACKS CREEK,2390,149.71665955,-30.48333359
JACKSONS FLAT,2469,152.56666565,-28.81666756
JACKY BULBIN FLAT,2463,153.1333313,-29.28333282
JAGUMBA,2642,148.2333374,-36.03333282
JAGUNGAL WILDERNESS,2642,148.3999939,-36.15000153
JAMBEROO,2533,150.7666626,-34.65000153
JAMES CREEK,2463,153.2333374,-29.45000076
JAMISONTOWN,2750,150.66667175,-33.75
JANNALI,2226,151.06666565,-34.01666641
JASPERS BRUSH,2535,150.66667175,-34.81666565
JAUNTER,2787,149.8999939,-33.98333359
JELLAT JELLAT,2550,149.8666687,-36.70000076
JEMALONG,2871,147.71665955,-33.45000076
JEMBAICUMBENE,2622,149.78334045,-35.51666641
JENNINGS,2372,151.91799927,-28.91500092
JENOLAN,2790,150.06666565,-33.81666565
JENOLAN CAVES,2790,150.0166626,-33.81499863
JEOGLA,2350,152.1166687,-30.56666756
JERANGLE,2630,149.3666687,-35.88333511
JEREMADRA,2536,150.15666199,-35.82333374
JEREMY,2795,149.53334045,-34
JERILDERIE,2716,145.75,-35.36666489
JERRABOMBERRA,2619,149.18499756,-35.36500168
JERRARA,2533,150.81666565,-34.65000153
JERRAWA,2582,149.06666565,-34.76666641
JERRAWANGALA,2540,150.46665955,-35.11666489
JERRONG,2580,149.83332825,-34.11666489
JERRYS PLAINS,2330,150.8999939,-32.48333359
JERSEYVILLE,2431,153.03334045,-30.93333244
JESMOND,2299,151.68333435,-32.90000153
JEWELLS,2280,151.68333435,-33.01666641
JEWS LAGOON,2388,149.4833374,-29.89999962
JIGGI,2480,153.18333435,-28.66666603
JILLIBY,2259,151.3833313,-33.25
JIMARINGLE,2710,144.25,-35.29999924
JIMENBUEN,2630,148.83332825,-36.70000076
JINDABYNE,2627,148.6166687,-36.41666794
JINDEN,2622,149.58332825,-35.88333511
JINDERA,2642,146.8833313,-35.96666718
JINGELLIC,2642,147.68333435,-35.91666794
JINGERA,2622,149.41667175,-35.75
JOADJA,2575,150.21665955,-34.38333511
JOHNS RIVER,2443,152.69999695,-31.73333359
JOHNSONS CREEK,2422,151.94999695,-32.25
JONES BRIDGE,2720,148.25,-35.36666489
JONES CREEK,2722,148.80000305,-32.13333511
JONES ISLAND,2430,152.6000061,-31.85000038
JUDDS CREEK,2795,149.55000305,-33.81666565
JUGIONG,2726,148.31666565,-34.83333206
JUNCTION HILL,2460,152.93333435,-29.64999962
JUNCTION POINT,2583,149.33332825,-34.11666489
JUNEE,2663,147.58332825,-34.86666489
